,cleaned_text,topic_hl,topic_hl_encoded
2013,The #LabourManifesto actually offers what people want! Public ownership of #NHS #rail #energy #buses #RoyalMail Spot on @UKLabour #weownit,Politics,3
1764,@Dean0909 the #royalmail are on strike,Customer Service,0
516,"Yes, I now use this stamp on all outgoing mail 🖤 ",Customer Service,0
1622,Ill come up there an sort through the post myself if it means I can get my post. Also are you empyting the post boxes in G5 area too? #Royalmail #post #lostpost,Customer Service,0
2589,2017 Star Wars Lightsaber Display Set #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #postage #postagestamps  #starwarstamps  #postagestamps #collectingstamps #StarWars ,Philately,2
1380,#royalmail #royalfail....two track n traced items 4 weeks late ....they taken a service that was once the envy of the world to nothing more than s shoddy delivery service at  best,Customer Service,0
1455,New bogus Royal Mail text message being sent out by phishing fraudsters #SCAM #royalmail ,Customer Service,0
857,Dont you just love the #royalmail now even more plastic bags and cable ties,Customer Service,0
327,When your bff sends out your save the date in the post and it never arrives #1stclass #royalmail #notarrived,Customer Service,0
998,Gutted sent my niece birthday and Christmas card with a few dollars for a trip and there nicked on route . Sent first class from Harrogate post office and received this morning. Thanks #ROYALMAIL and #postoffice you live and learn. #harrogateshame ,Customer Service,0
1903,Why the xxxx are u tweeting this when “regular” stamps can now be used until 31st July @MartinSLewis u need to get #royalmail to clarify and what constitutes regular stamps I know I mean queens head machin definitives but others won’t,Customer Service,0
1379,"I sent an order out off of Discogs over 2 weeks ago, the person who bought the items off me said he received them today, as well as receiving a Christmas card. Blimey the postal service must be really bad 😮😂 #royalmail",Customer Service,0
2582,2012 Great British Fashion #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #victorianbritain #postagestamps #collectingstamps #postage #postagestamps  #postagestamp #fashion #fashionhistory ,Philately,2
1817,"We will work day in, day out to deliver for you. ",Customer Service,0
2409,#royalmail dispute - union could be forced to #mediate ,Politics,3
1537,Just posted my Christmas cards to allow for every eventuality #RoyalMail May encounter. X ,Customer Service,0
2344,#Postman / #Postwoman with #Driving #Streatham #Saturday Only #RoyalMail  #Jobs #CustomerServiceJobs #DrivingJobs #RoyalMailJobs #SouthLondonJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
685,@RoyalMail why do our signed  for deliveries never get updated on track and trace after posting causing major embassarrment it's a disgusting service. half the time when our customers do receive post it's never on track and trace that it has been signed for #royalmail,Customer Service,0
1037,"The British #RoyalMail immortalising classic games on new stamps 
 ",Customer Service,0
1305,"Further service cuts !

#RoyalMail 

",Customer Service,0
1675,#RoyalMail Group  it only heard what it wanted to hear,Customer Service,0
2095,"@CWUnews I love it, Fuck You Too Royal Mail. It gives an idea what a bunch of arseholes @RoyalMail and why the workers are going on strike.  #RoyalMail #fail",Politics,3
2365,"UK’s 3rd largest employer, #RoyalMail now recruiting apprenticeships &amp; trainee 
management opportunities; engineering, logistics, IT.......",Royal Mail Jobs,4
1237,"#RoyalMail set for 'material loss' despite jump in parcels

 

#EssexBusiness",Customer Service,0
39,"Black &amp; White cats everywhere just let out a crying meow.
Om pom pom...
:(
#postmanpat #kenbarrie #royalmail ",Customer Service,0
1776,@CWUnews @Taj_Ali1 At least royal mail staff are getting rewarded with an unpaid days holiday in a cost of living crisis.  Well done #royalmail for this vituous demonstration of respect for the queen,Customer Service,0
879,@itvnews featured the trial of a new #RoyalMail solar powered trike. A well scripted postie demonstrating said vehicle. Will this revolutionise our delivery service? Or will it be a pain in the backside consigned to the back of post yard? Answers on a post card.,Customer Service,0
1222,#royalmail was speaking to someone about my parcel but seems like royal mail cant be arsed to message back on a redelivery parcel that should have been delivered nearly a week ago absolutely disappointing and discussed considering how many workers thay have,Customer Service,0
2033,"Following pressure from @LibDems, the govt has announced an extra £370mn in new investment for the Post Office. As Business Sec @vincecable obtained an extra £1.3bn funding for the Post Office, growing the number of Post Offices after years of closures.",Politics,3
801,Calls for #RoyalMail to rethink design of religious stamps as sales slump  #Christmas  ,Customer Service,0
1578,#RoyalMail staff absences almost double levels of 2018 - these privatised companies  🙄  ,Customer Service,0
739,Delivery  between 0744 and 1144 errrr not here yet #superdrug #RoyalMail,Customer Service,0
172,"Just bought a ""ring doorbell sign"" as had to put 3 parcels up for redelivery two days in a row as royal mail guy knocks #fail #royalmail",Customer Service,0
1174,"@mastshow14 Same here, item missing after failed attempt to deliver. Re delivery  via online, stayed in and no delivery. RM are losing all credibility.
Once a beacon of reliability- now a shambles #royalmail #postman #mail",Customer Service,0
567,"5 days for a card to reach me ""first class"" #RoyalMail",Customer Service,0
1181,"We will post you — STAMPS 
#Queen ROGER ••• #RoyalMail ",Customer Service,0
2587,2003 Christmas pack #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #postage  #postagestamp #Christmas #christmasstamps ,Philately,2
1205,Another postbox.. this one a #GeorgeVI in #Sheerness #isleofsheppey ,Customer Service,0
906,Just walking to tube about 2 blocks from home. My postman stops me &amp; asks if s/o is in as we have letters that require signature. Talk about quality service! Thank you Simon #royalmail #Hammersmith,Customer Service,0
1211,This put through our letter box yesterday  with the £5 note by our post man. Restores your faith in human nature. #PostOffice #royalmail ,Customer Service,0
409,"Day 3 of our enormous 50,000 #royalmail delivery

#diss copies going out today too ",Customer Service,0
1543,@RoyalMail how is this an acceptable way for a birthday card to be posted through someone’s door?! No care taken at all with this and post person who delivered it did not knock on the door to apologise #royalmail #birthday #poorservice ,Customer Service,0
114,@RoyalMail  doesn't not give me much faith  in #RoyalMail   least you could of asked for the details of post box to trace the missing post,Customer Service,0
2419,"#Investor revolt over #RoyalMail boss's pay deal is biggest for years. #yorkshirehour

",Politics,3
448,"Royal Mail to kickstart electric van trials in London

Delicious... silent clean mail delivery! ",Customer Service,0
1019,#royalmail sucks!,Customer Service,0
2477,Got through to the #assessmentcentre with #royalmail? Listen here for #jobsearch tips on how to perform at your best  #gradjobs #graduatejobs #graduatescheme,Royal Mail Jobs,4
2256,"#RoyalMail Group has been a big success story recently &amp; it's amply rewarded the BUY signal it gave on our system back in SEPT 2020.

See chart. Key: above the cloud ""In Buy"" below ""In Sell"" $RMG.LN #FTSE #trading #investing #stocks #investment #post #fintwit ",Financial News,1
215,"if #royalmail do go on strike i'm not actually sure anyone would notice.
4 days for a next day guaranteed item and still not here. #useless",Customer Service,0
2434,CITADEL ADVISORS LLC declares that on March 11 it increased its net short position on ROYAL MAIL PLC from 0.58% to 0.6%  #RoyalMail,Financial News,1
619,This is what you get for 10years service for #royalmail @ Corby ,Customer Service,0
873,"@RoyalMailHelp sent an envelope of docs Wed using next day guaranteed delivery but still showing as not delivered! Have DMd you.
#royalmail #lostmail #lostpost",Customer Service,0
1738,"@YodelOnline yet another box just left on the doorstep, looking like it’d been kicked around by a bunch of kids.l
Why do people STILL use this chicked-s***e outfit is beyond me
Pikey drivers and crushed and kicked-about goods 
#ombudsman #royalmail",Customer Service,0
666,TBH someone should nail  #vincecable to the mast over the #royalmail sell off scandal #TheAndrewMarrShow,Customer Service,0
1916,@FayRipley My local post office said they get daily updates about it 😬letters are ok it seems but nothing going abroad parcel wise - what what what is going on #royalmail say their service continues to be disrupted ???,Customer Service,0
918,"Not the best service from #royalmail 
Package marked fragile and they do this. One very upset hormonal pregnant wife as a result😡 ",Customer Service,0
1317,#royalmail your parcel delivery service is crap!,Customer Service,0
438,"2/2 House insurance want to fine me for delayed payment, bank think I've changed my mind! ffs sake #RoyalMail you have 1 job... to deliver!",Customer Service,0
958,#costa stop as absolutely drenched from the down pour after dropping Dexter off at school 🏫 going to drop our parcels after we’ve dried out abit then home for some more listing 💞💞💞#reseller #royalmail #postoffice… ,Customer Service,0
2390,2001Pack 54. #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #postagestamps #collectingstamps #postage #postagestamps  #postagestamp #presentation #presentationpacks  #definitivestamps ,Philately,2
2197,"Postperson with Driving - Billingshurst Delivery Office (RH14 9NY) Royal Mail. Job ref: 259941 Circa 45,000 pa Working hours: Monday-Sunday At Parce... VISIT 

#RoyalMail #Jobs2Apply4 ",Royal Mail Jobs,4
726,Surprise surprise #royalmail fails to deliver parcel on time #prime #Amazon is a joke when they say deliver today and Royal Mail is the carrier. Got one through #DPD this week and even got a you are next will be 30 minutes message - what a contrast,Customer Service,0
